event_id,event_name,address,date,start_time,guests,onsite_contact,allergies,dish_id,dish_name,category,sub_note,prep_item_id,prep_item_name,qty,location,allergy_note
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish06,Short Ribs,Entrees,,d21-p05,Parsley picked,1 qt,walk-in shelf 3,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish07,Carrots & Couscous,Sides / Salads,24 platters,d14-p01,Couscous cooked,3 lbs raw,walk-in shelf 1,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish07,Carrots & Couscous,Sides / Salads,24 platters,d14-p02,Carrots half moon roasted,5 lbs,walk-in shelf 2,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish07,Carrots & Couscous,Sides / Salads,24 platters,d14-p03,Herbs picked,2 qt,walk-in shelf 3,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish07,Carrots & Couscous,Sides / Salads,24 platters,d14-p04,Golden raisins,1 lb,dry storage,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish07,Carrots & Couscous,Sides / Salads,24 platters,d14-p05,White balsamic,1 pint,dry storage,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish08,Cannolis,Desserts,,d28-p01,Cannoli shells,40 each,dry storage,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish08,Cannolis,Desserts,,d28-p02,Ricotta cream filling,2 qt,walk-in shelf 1,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish08,Cannolis,Desserts,,d28-p03,Mini chocolate chips,1 pint,dry storage,
ev01,Mike & Michelle @ SPC,SPC Venue 400 N Main St,2025-10-13,17:00,28,Michelle — 214-555-0192,Pescatarian bride. Lots of vegetarians. Father of groom: fish and shellfish allergy — keep completely separate.,ev01-dish08,Cannolis,Desserts,,d28-p04,Powdered sugar for dusting,as needed,dry storage,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p01,Yogurt flatbread,3 orders,dry storage,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p02,Creamy herb dip,1 qt,walk-in shelf 1,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p03,Muhammara,1 pint,walk-in shelf 1,Nut-Free
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p04,Hummus,1 qt,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p10,Marinated Kalamata olives,1 pint,walk-in door,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p11,Tzatziki,1 pint,walk-in shelf 1,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p12,Pickled veggies 2 kinds,2 pints,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish01,Veg / Med Board,Boards,,d02-p13,Garnishes / flowers,as needed,,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish02,Vegan Cornbread Bites,Passed Appetizers,,d05-p01,Cornbread baked and cut,30 pieces,dry storage,Vegan
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish02,Vegan Cornbread Bites,Passed Appetizers,,d05-p02,Vegan butter,1 pack,walk-in door,Vegan
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish02,Vegan Cornbread Bites,Passed Appetizers,,d05-p03,Pepper jelly,1 pint,walk-in door,Vegan
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish03,Beet & Sweet Potato Rounds,Passed Appetizers,SUB ROAST SWEET POTATO ROUND for beet,d06-p01,Sweet potato rounds sliced & roasted,50 pieces,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish03,Beet & Sweet Potato Rounds,Passed Appetizers,SUB ROAST SWEET POTATO ROUND for beet,d06-p02,Hot honey,1 pint,dry storage,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish03,Beet & Sweet Potato Rounds,Passed Appetizers,SUB ROAST SWEET POTATO ROUND for beet,d06-p03,Spiced pepitas finely chopped,1 pint,dry storage,Nut-Free
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish04,Focaccia,Sides / Salads,,d13-p01,Focaccia dough proofed,3 pans,proofing rack,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish04,Focaccia,Sides / Salads,,d13-p02,Herb or garlic oil,1 pint,dry storage,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish04,Focaccia,Sides / Salads,,d13-p03,Flaky sea salt,as needed,dry storage,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish04,Focaccia,Sides / Salads,,d13-p04,Table butter,2 packs,walk-in door,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish05,House Greens Salad,Sides / Salads,,d12-p01,Greens washed and dried,2 lbs,walk-in shelf 3,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish05,House Greens Salad,Sides / Salads,,d12-p02,Cider vinaigrette,1 qt,walk-in door,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish05,House Greens Salad,Sides / Salads,,d12-p03,Carrot shaved,1 qt,walk-in shelf 3,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish05,House Greens Salad,Sides / Salads,,d12-p04,Cucumber thin sliced,1 qt,walk-in shelf 3,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish05,House Greens Salad,Sides / Salads,,d12-p05,Radish mandoline julienne,1 qt,walk-in shelf 3,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p01,Chicken on brine,15 lbs,walk-in shelf 1,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p02,Chicken off brine — pat dry,15 lbs,walk-in shelf 1,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p03,Sunflower seed pesto,1 qt,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p04,Chicken jus,2 qt,walk-in shelf 1,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p05,Herbs for garnish,as needed,,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish06,Roasted Chicken,Entrees,,d20-p06,Butter for finishing,1 lb,walk-in door,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish07,Roasted Veggies,Sides / Salads,,d15-p01,Zucchini cut bias,3 lbs,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish07,Roasted Veggies,Sides / Salads,,d15-p02,Carrots cut bias,3 lbs,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish07,Roasted Veggies,Sides / Salads,,d15-p03,Cauliflower bite sized,3 lbs,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish07,Roasted Veggies,Sides / Salads,,d15-p06,Sunflower pesto,1 qt,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish08,Plancha Potatoes,Sides / Salads,Custom add — not on original menu,d16-p01,Fingerlings blanched,5 lbs,walk-in shelf 2,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish08,Plancha Potatoes,Sides / Salads,Custom add — not on original menu,d16-p02,Garlic butter,1 pint,walk-in door,
ev02,Sydney — Farewell Dinner,SPC Venue,2025-09-13,16:00,25,Sydney — on site,"1 nut allergy. 1 GF vegan. Confirm no cross-contamination on vegan dishes.",ev02-dish08,Plancha Potatoes,Sides / Salads,Custom add — not on original menu,d16-p03,Fresh herbs,as needed,,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p01,Cured meats — 3 kinds,8 lbs total,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p02,Hard cheese sliced,4 lbs,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p03,Soft cheese,8 wheels,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p04,Honeycomb,8 pieces,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p05,Whole grain mustard,2 qt,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p06,Cornichons,2 qt,walk-in door,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p09,Crackers assorted,12 packs,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p10,Baguette sliced,8 loaves,dry storage,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish01,Charcuterie & Cheese Board,Boards,Stationed — 4 boards total around cocktail space,d03-p11,Grapes washed,8 lbs,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish02,Caprese Skewers,Passed Appetizers,Passed during cocktail hour — 2 per guest,d09-p01,Cherry tomatoes washed,8 pints,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish02,Caprese Skewers,Passed Appetizers,Passed during cocktail hour — 2 per guest,d09-p02,Fresh mozzarella balled,8 lbs,walk-in shelf 1,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish02,Caprese Skewers,Passed Appetizers,Passed during cocktail hour — 2 per guest,d09-p03,Fresh basil leaves,8 bunches,walk-in shelf 3,
ev03,Riverside Arts Foundation Gala,Riverside Grand Hall 1 River Dr,2025-11-08,18:00,140,James Whitfield — 972-555-0144,Nut-free venue — no nuts anywhere on property. 12 GF guests confirmed. 8 vegan guests — need full vegan plate option.,ev03-dish02,Caprese Skewers,Passed Appetizers,Passed during cocktail hour — 2 per guest,d09-p04,Balsamic glaze,2 qt,dry storage,
